Collection,SKU,Image,Barcode ,Products Name (TH),Products name (Eng),ราคาขายแนะนำ,RSP,ราคาทุน,Color ,Size,"Weight (G.)
น้ำหนัก","Width (Cm.)
กว้าง","Lenght (Cm.)
ยาว","height (Cm.)
สูง","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
30-50","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
51-100","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
101",Categories,Sub Category,Description (ภาษาไทย),Description,Ratings,"Shelf Life 
(Year)"
,OSH-02-012C,,8859771519479,"เสื้อหมาแมว - เสื้อคู่ฮาวาย Happy Paradise - สีกรมท่า, เบอร์ 12","Happy Paradise Hawaii shirt for Pet-Navy Blue, 12 ",390.00,11.99,123.45,Navy Blue,เบอร์ 12,90,87.0,31.0,54,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. เปิดสวมใส่เสื้อด้วยเวลโก้เทป(เทปตีนตุ๊กแก) ทำให้ง่ายต่อการสวมใส่","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.
3. Open the shirt with Velco tape (velcro tape), making it easy to put on.",5,2
,OSH-02-014C,,8859771519486,"เสื้อหมาแมว - เสื้อคู่ฮาวาย Happy Paradise - สีกรมท่า, เบอร์ 14","Happy Paradise Hawaii shirt for Pet-Navy Blue, 14",390.00,11.99,123.45,Navy Blue,เบอร์ 14,110,101.0,33.0,61,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. เปิดสวมใส่เสื้อด้วยเวลโก้เทป(เทปตีนตุ๊กแก) ทำให้ง่ายต่อการสวมใส่","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.
3. Open the shirt with Velco tape (velcro tape), making it easy to put on.",5,2
,OSH-02-016C,,8859771519493,"เสื้อหมาแมว - เสื้อคู่ฮาวาย Happy Paradise - สีกรมท่า, เบอร์ 16","Happy Paradise Hawaii shirt for Pet-Navy Blue, 16",390.00,11.99,123.45,Navy Blue,เบอร์ 16,130,115.0,36.0,64,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. เปิดสวมใส่เสื้อด้วยเวลโก้เทป(เทปตีนตุ๊กแก) ทำให้ง่ายต่อการสวมใส่","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.
3. Open the shirt with Velco tape (velcro tape), making it easy to put on.",5,2
,OSH-01-00ST,,8859771519509,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีครีม, Size S",Happy Paradise Hawaii shirt for Human,690.00,19.99,179.17,Cream,S,100,97.0,66.0,66,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-00MT,,8859771519516,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีครีม, Size M",Happy Paradise Hawaii shirt for Human,690.00,19.99,179.17,Cream,M,140,112.0,71.0,71,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-00LT,,8859771519523,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีครีม, Size L",Happy Paradise Hawaii shirt for Human,690.00,19.99,215.42,Cream,L,180,127.0,76.0,76,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-0XLT,,8859771519530,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีครีม, Size XL",Happy Paradise Hawaii shirt for Human,690.00,19.99,215.42,Cream,XL,230,142.0,79.0,79,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-00SI,,8859771519547,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีส้ม, Size S",Happy Paradise Hawaii shirt for Human,690.00,19.99,179.17,Orange,S,100,97.0,66.0,66,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-00MI,,8859771519554,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีส้ม, Size M",Happy Paradise Hawaii shirt for Human,690.00,19.99,179.17,Orange,M,140,112.0,71.0,71,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-00LI,,8859771519561,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีส้ม, Size L",Happy Paradise Hawaii shirt for Human,690.00,19.99,215.42,Orange,L,180,127.0,76.0,76,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-0XLI,,8859771519578,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีส้ม, Size XL",Happy Paradise Hawaii shirt for Human,690.00,19.99,215.42,Orange,XL,230,142.0,79.0,79,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-00SC,,8859771519585,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีกรมท่า, Size S",Happy Paradise Hawaii shirt for Human,690.00,19.99,179.17,Navy Blue,S,100,97.0,66.0,66,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-00MC,,8859771519592,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีกรมท่า, Size M",Happy Paradise Hawaii shirt for Human,690.00,19.99,179.17,Navy Blue,M,140,112.0,71.0,71,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-00LC,,8859771519608,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีกรมท่า, Size L",Happy Paradise Hawaii shirt for Human,690.00,19.99,215.42,Navy Blue,L,180,127.0,76.0,76,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
,OSH-01-0XLC,,8859771519615,"เสื้อคน - เสื้อคู่ฮาวาย Happy Paradise - สีกรมท่า, Size XL",Happy Paradise Hawaii shirt for Human,690.00,19.99,215.42,Navy Blue,XL,230,142.0,79.0,79,483.64,33.86,517.5,13.99,0.98,14.97,25%,451.40,31.60,483.00,12.90,0.90,13.8,30%,419.16,29.34,448.5,11.98,0.84,12.8,35%,Shirt,,"1. เสื้อผลิตมาจากผ้าที่ระบายอากาศ สวมใส่สบาย ไม่ร้อน
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด","1. The shirt is made from breathable fabric, comfortable to wear, not hot.
2. The fabric is lightweight, easy to wear, not uncomfortable.",5,2
Cool kid Pet Hat,OHA-59-00SI,,8859771507919,"หมวกหมาแมว - หมวก cool kid - สีแซลมอน, Size S","Cool kid Hat, Orange, Size S",199.00,5.99,62.98,Orange,S,27 g,14.5,16.0,7,139.49,9.76,149.25,3.99,0.28,4.27,25%,130.19,9.11,139.30,3.72,0.26,3.98,30%,120.89,8.46,129.35,3.45,0.24,3.7,35%,Hat,,"❗️อ่านก่อนสั่ง เทคนิคใช้ส่วนลดให้คุ้ม ❗️

🔥 ร้านอัพเดทโค้ดส่วนลดทุกอาทิตย์ เช็คจากหน้าร้านบนช้อปปี้ได้เลยค่ะ 



ขนาดสินค้า

ขนาดรอบหัว

S 30 ซม.

S2 35 ซม.

M 40 ซม.

M2 45 ซม.

L 50 ซม.

XL 60 ซม.



ขนาดอาจมีความคลาดเคลื่อน 1-2 ซม.  สีแตกต่างกันขึ้นอยู่กับค่าการแสดงผลของหน้าจอของลูกค้าค่ะ ","Elevate your pet's style quotient with our Cool Kid Pet Hat Collection. These trendy and adorable hats are designed to add a dash of cool to your pet's look, making them the center of attention wherever they go. Available in 8 vibrant colors, these hats are perfect for any occasion and sure to make your pet look and feel like the coolest kid on the block.

Key Features:

Trendy Design: Our Cool Kid Pet Hats are crafted with a stylish, modern design that complements any pet's personality, ensuring they always look their best.

Premium Quality Fabric: Made from high-quality, breathable materials, these hats provide comfort and durability for your pet's daily adventures.

Adjustable Fit: Each hat features an adjustable strap to ensure a secure and comfortable fit for pets of all sizes.

Pet-Safe Materials: Crafted with non-toxic, pet-friendly materials to guarantee your pet's safety and comfort.

Easy to Clean: These hats are easy to clean, maintaining their vibrant colors and shape wash after wash.

Lightweight and Comfortable: Designed to be lightweight and comfortable, these hats won't bother your pet, making them perfect for extended wear.

Perfect for Any Occasion: Whether it's a casual day out, a photoshoot, or a special event, these hats add a touch of flair to your pet's ensemble.

Available Colors: Choose from 8 eye-catching colors to match your pet's style and personality:

Red
Blue
Yellow
 Green
Pink
Purple
Brown
Salmon


Available in 6 Sizes from S - XL",5,2
,OHA-59-0S2I,,8859771508039,"หมวกหมาแมว - หมวก cool kid - สีแซลมอน, Size S2","Cool kid Hat, Orange, Size S2",199.00,5.99,62.00,Orange,S2,29 g,16.5,18.0,8,139.49,9.76,149.25,3.99,0.28,4.27,25%,130.19,9.11,139.30,3.72,0.26,3.98,30%,120.89,8.46,129.35,3.45,0.24,3.7,35%,Hat,,,,5,2
,OHA-59-00MI,,8859771507858,"หมวกหมาแมว - หมวก cool kid - สีแซลมอน, Size M","Cool kid Hat, Orange, Size M",199.00,5.99,62.94,Orange,M,34 g,20.0,22.0,8,139.49,9.76,149.25,3.99,0.28,4.27,25%,130.19,9.11,139.30,3.72,0.26,3.98,30%,120.89,8.46,129.35,3.45,0.24,3.7,35%,Hat,,,,5,2
,OHA-59-0M2I,,8859771507971,"หมวกหมาแมว - หมวก cool kid - สีแซลมอน, Size M2","Cool kid Hat, Orange, Size M2",250.00,7.99,64.00,Orange,M2,49 g,21.0,25.0,9,175.23,12.27,187.5,4.99,0.35,5.34,25%,163.55,11.45,175.00,4.67,0.33,5,30%,151.87,10.63,162.5,4.34,0.30,4.6,35%,Hat,,,,5,2
,OHA-59-00LI,,8859771507797,"หมวกหมาแมว - หมวก cool kid - สีแซลมอน, Size L","Cool kid Hat, Orange, Size L",250.00,7.99,68.05,Orange,L,71 g,23.5,26.0,9,175.23,12.27,187.5,4.99,0.35,5.34,25%,163.55,11.45,175.00,4.67,0.33,5,30%,151.87,10.63,162.5,4.34,0.30,4.6,35%,Hat,,,,5,2
,OHA-59-0XLI,,8859771508091,"หมวกหมาแมว - หมวก cool kid - สีแซลมอน, Size XL","Cool kid Hat, Orange, Size XL",290.00,8.99,76.05,Orange,XL,71 g,29.0,30.0,11,203.27,14.23,217.5,5.99,0.42,6.41,25%,189.72,13.28,203.00,5.42,0.38,5.8,30%,176.17,12.33,188.5,5.03,0.35,5.4,35%,Hat,,,,5,2
,OHA-59-00SF,,8859771507889,"หมวกหมาแมว - หมวก cool kid - สีเหลือง, Size S","Cool kid Hat, Yellow, Size S",199.00,5.99,62.98,Yellow,S,27 g,14.5,16.0,7,139.49,9.76,149.25,3.99,0.28,4.27,25%,130.19,9.11,139.30,3.72,0.26,3.98,30%,120.89,8.46,129.35,3.45,0.24,3.7,35%,Hat,,,,5,2
,OHA-59-0S2F,,8859771508008,"หมวกหมาแมว - หมวก cool kid - สีเหลือง, Size S2","Cool kid Hat, Yellow, Size S2",199.00,5.99,62.00,Yellow,S2,29 g,16.5,18.0,8,139.49,9.76,149.25,3.99,0.28,4.27,25%,130.19,9.11,139.30,3.72,0.26,3.98,30%,120.89,8.46,129.35,3.45,0.24,3.7,35%,Hat,,,,5,2
